user,title,startTime,endTime,estimatedTime,confidence,easyHard,assignClass,assignType,actualTime,predictedTime,completed,timeSpent
Fatoumatta,assign 14,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),65.3238730958372,4,1,Mathematics,Online Activity,93.19906577072815,14,True,93.19906577072815
Fatoumatta,assign 15,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),55.14358037912315,2,3,Mathematics,Online Activity,111.69182015138942,15,True,111.69182015138942
Fatoumatta,assign 16,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),53.57820148357085,4,3,Mathematics,Online Activity,72.75706845793246,16,True,72.75706845793246
Fatoumatta,assign 17,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),51.22556767015254,3,3,Mathematics,Online Activity,90.98548349691909,17,True,90.98548349691909
Fatoumatta,assign 18,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),58.623231165573,3,3,Mathematics,Online Activity,102.30902183151491,18,True,102.30902183151491
Fatoumatta,assign 19,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),56.33828942825081,3,3,Mathematics,Online Activity,109.24861482212144,19,True,109.24861482212144
Fatoumatta,assign 20,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),60.856253714541864,4,3,Mathematics,Online Activity,95.61173597976111,20,True,95.61173597976111
Fatoumatta,assign 21,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),53.60322592634604,4,3,Mathematics,Online Activity,98.31569134767003,21,True,98.31569134767003
Fatoumatta,assign 22,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),54.708502748647696,4,3,Mathematics,Online Activity,95.43549563272435,22,True,95.43549563272435
Fatoumatta,assign 23,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),63.50690921856694,3,3,Mathematics,Online Activity,121.28109823660976,23,True,121.28109823660976
Fatoumatta,assign 24,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),202.71951502507582,5,2,Mathematics,Study Guide,218.86861374987456,24,True,218.86861374987456
Fatoumatta,assign 25,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),249.8516382793811,2,5,Mathematics,Study Guide,365.05702534028546,25,True,365.05702534028546
Fatoumatta,assign 26,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),34.595352008856906,4,4,Mathematics,Reading,50.21829793126516,26,True,50.21829793126516
Fatoumatta,assign 27,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),34.5914071943776,5,3,Mathematics,Reading,13.850227499087561,27,True,13.850227499087561
Fatoumatta,assign 28,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),34.61252759843898,3,4,Mathematics,Reading,55.09047211043832,28,True,55.09047211043832
Fatoumatta,assign 29,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),34.98972528750481,2,4,Mathematics,Reading,71.09864530615417,29,True,71.09864530615417
Fatoumatta,assign 30,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),34.4381682491702,5,3,Mathematics,Reading,36.012693366872725,30,True,36.012693366872725
Fatoumatta,assign 31,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),34.43918909304861,4,2,Mathematics,Reading,41.626456826778494,31,True,41.626456826778494
Fatoumatta,assign 32,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),34.738542458741215,3,3,Mathematics,Reading,59.52792665030916,32,True,59.52792665030916
Fatoumatta,assign 33,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),34.589406510889894,1,1,Mathematics,Reading,59.865593296734104,33,True,59.865593296734104
Fatoumatta,assign 34,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),34.673190434309184,2,4,Mathematics,Reading,70.1969896101847,34,True,70.1969896101847
Fatoumatta,assign 35,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),34.6657506647889,3,3,Mathematics,Reading,63.82947518284102,35,True,63.82947518284102
Fatoumatta,assign 36,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),80.06664295781566,4,3,Mathematics,Homework,111.37732313034107,36,True,111.37732313034107
Fatoumatta,assign 37,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),20.787288431866116,3,3,Mathematics,Homework,44.68326614768814,37,True,44.68326614768814
Fatoumatta,assign 38,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),50.854722883107016,1,2,Mathematics,Homework,96.49793220211976,38,True,96.49793220211976
Fatoumatta,assign 39,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),33.71985419824252,3,3,Mathematics,Homework,60.24747125607937,39,True,60.24747125607937
Fatoumatta,assign 40,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),31.532807423173793,1,2,Mathematics,Homework,55.30887427340381,40,True,55.30887427340381
Fatoumatta,assign 41,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),29.12491244525,2,3,Foreign Language,Interview,32.87467123258372,41,True,32.87467123258372
Fatoumatta,assign 42,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),29.816920770750063,1,1,Foreign Language,Interview,24.99790178333874,42,True,24.99790178333874
Fatoumatta,assign 43,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),29.305246618920297,3,2,Foreign Language,Interview,38.6670917505379,43,True,38.6670917505379
Fatoumatta,assign 44,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),29.5110921362516,3,4,Foreign Language,Interview,46.45082461199972,44,True,46.45082461199972
Fatoumatta,assign 45,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),29.258593857156114,4,4,Foreign Language,Interview,42.15204864495399,45,True,42.15204864495399
Fatoumatta,assign 46,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),75.02372008591436,2,2,Foreign Language,Reading,77.46272284233744,46,True,77.46272284233744
Fatoumatta,assign 47,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),84.9627160915654,2,1,Foreign Language,Reading,82.61736335668107,47,True,82.61736335668107
Fatoumatta,assign 48,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),82.19044779217677,4,3,Foreign Language,Reading,76.36020952186323,48,True,76.36020952186323
Fatoumatta,assign 49,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),116.5087128017372,3,4,Foreign Language,Reading,131.66745309893238,49,True,131.66745309893238
Fatoumatta,assign 50,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),103.31231839897693,4,4,Foreign Language,Reading,109.74270300344517,50,True,109.74270300344517
Fatoumatta,assign 51,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),89.43542650109279,2,3,Foreign Language,Reading,99.45167440908693,51,True,99.45167440908693
Fatoumatta,assign 52,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),64.03775064529938,2,4,Foreign Language,Reading,93.59945403920538,52,True,93.59945403920538
Fatoumatta,assign 53,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),64.98714101469993,4,4,Foreign Language,Reading,63.45242973003869,53,True,63.45242973003869
Fatoumatta,assign 54,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),115.41499475288194,3,4,Foreign Language,Reading,138.5361089073909,54,True,138.5361089073909
Fatoumatta,assign 55,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),87.16234397621784,4,4,Foreign Language,Reading,90.3865855228297,55,True,90.3865855228297
Fatoumatta,assign 56,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),35.017701721090454,3,1,Foreign Language,Reading,43.129696404725955,56,True,43.129696404725955
Fatoumatta,assign 57,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),48.896950548115825,3,5,Foreign Language,Reading,91.95953694364486,57,True,91.95953694364486
Fatoumatta,assign 58,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),60.841426652836326,2,1,Foreign Language,Reading,74.11420888049182,58,True,74.11420888049182
Fatoumatta,assign 59,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),41.40286985859891,2,4,Foreign Language,Reading,62.75515097711083,59,True,62.75515097711083
Fatoumatta,assign 60,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),88.33244211545741,2,3,Foreign Language,Reading,114.00093617869702,60,True,114.00093617869702
Fatoumatta,assign 61,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),41.150924233554,3,2,Foreign Language,Reading,26.87856643304434,61,True,26.87856643304434
Fatoumatta,assign 62,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),73.13670441069941,1,3,Foreign Language,Reading,100.20273828603335,62,True,100.20273828603335
Fatoumatta,assign 63,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),119.63386053829207,2,1,Foreign Language,Reading,113.02806117416732,63,True,113.02806117416732
Fatoumatta,assign 64,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),59.27536025471024,4,4,Foreign Language,Reading,73.9118949011616,64,True,73.9118949011616
Fatoumatta,assign 65,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),21.15137733789794,1,1,Foreign Language,Reading,22.20817590888604,65,True,22.20817590888604
Fatoumatta,assign 66,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),42.54925263160277,3,2,Foreign Language,Reading,56.51106370693018,66,True,56.51106370693018
Fatoumatta,assign 67,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),89.34789477791618,5,2,Foreign Language,Reading,65.61494771175543,67,True,65.61494771175543
Fatoumatta,assign 68,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),51.64021856099943,4,3,Foreign Language,Reading,69.95896339904624,68,True,69.95896339904624
Fatoumatta,assign 69,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),73.49217787294245,3,3,Foreign Language,Reading,74.34739263974159,69,True,74.34739263974159
Fatoumatta,assign 70,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),37.34469743723425,1,3,Foreign Language,Translation Activity,74.26078628786586,70,True,74.26078628786586
Fatoumatta,assign 71,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),170.17323366327568,2,1,Foreign Language,Homework,173.62846689419487,71,True,173.62846689419487
Fatoumatta,assign 72,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),96.40185148674219,2,2,Foreign Language,Homework,118.76276217974534,72,True,118.76276217974534
Fatoumatta,assign 73,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),150.7608918209233,1,1,Foreign Language,Homework,163.70306336446447,73,True,163.70306336446447
Fatoumatta,assign 74,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),139.34169071019323,5,3,Foreign Language,Homework,115.36242200122845,74,True,115.36242200122845
Fatoumatta,assign 75,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),165.2794817406928,1,3,Foreign Language,Homework,211.8542747779296,75,True,211.8542747779296
Fatoumatta,assign 76,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),160.5501713974708,1,3,Foreign Language,Homework,183.93893459279428,76,True,183.93893459279428
Fatoumatta,assign 77,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),130.32630748655842,2,2,Foreign Language,Homework,137.59669121054762,77,True,137.59669121054762
Fatoumatta,assign 78,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),155.48359236549024,5,1,Foreign Language,Homework,126.03071937269597,78,True,126.03071937269597
Fatoumatta,assign 79,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),145.10689143691334,3,2,Foreign Language,Homework,145.55770257187675,79,True,145.55770257187675
Fatoumatta,assign 80,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),142.96823900994227,3,2,Foreign Language,Homework,165.07437185252385,80,True,165.07437185252385
Fatoumatta,assign 81,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),132.8893403941096,4,4,Foreign Language,Homework,145.06949908023398,81,True,145.06949908023398
Fatoumatta,assign 82,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),123.91649039755005,3,2,Foreign Language,Homework,132.76202118836818,82,True,132.76202118836818
Fatoumatta,assign 83,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),92.5470513062572,4,3,Foreign Language,Homework,117.84363534948255,83,True,117.84363534948255
Fatoumatta,assign 84,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),147.73745835014068,5,2,Foreign Language,Homework,129.88516746519744,84,True,129.88516746519744
Fatoumatta,assign 85,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),154.29187456857377,4,3,Social Studies,Essay,165.04048523922938,85,True,165.04048523922938
Fatoumatta,assign 86,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),210.532303012164,2,2,Social Studies,Essay,228.59237299683895,86,True,228.59237299683895
Fatoumatta,assign 87,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),243.6942446862177,4,5,Social Studies,Essay,320.2785766818053,87,True,320.2785766818053
Fatoumatta,assign 88,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),203.8773964526097,2,1,Social Studies,Essay,234.86580490167893,88,True,234.86580490167893
Fatoumatta,assign 89,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),106.81084719511828,3,2,Social Studies,Essay,112.76799650937345,89,True,112.76799650937345
Fatoumatta,assign 90,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),60.156542473707674,3,5,Social Studies,Homework,92.85561078044726,90,True,92.85561078044726
Fatoumatta,assign 91,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),53.54944392210688,2,2,Social Studies,Homework,49.804641989091216,91,True,49.804641989091216
Fatoumatta,assign 92,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),70.00397606356586,4,1,Social Studies,Homework,40.061460299101434,92,True,40.061460299101434
Fatoumatta,assign 93,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),51.68290700143153,3,4,Social Studies,Homework,54.15846915248632,93,True,54.15846915248632
Fatoumatta,assign 94,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),56.86391928696369,1,5,Social Studies,Homework,110.9829074664274,94,True,110.9829074664274
Fatoumatta,assign 95,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),80.45907947898249,2,3,Social Studies,Homework,69.08279980862707,95,True,69.08279980862707
Fatoumatta,assign 96,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),64.6831982532139,4,2,Social Studies,Homework,41.09142569345018,96,True,41.09142569345018
Fatoumatta,assign 97,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),75.4853628200316,3,4,Social Studies,Homework,80.0430179379604,97,True,80.0430179379604
Fatoumatta,assign 98,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),83.0011825601248,3,3,Social Studies,Homework,77.67716690146692,98,True,77.67716690146692
Fatoumatta,assign 99,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),85.20590860749579,2,2,Social Studies,Homework,71.99410079275067,99,True,71.99410079275067
Fatoumatta,assign 100,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),68.56836881874545,4,4,Social Studies,Homework,50.28228223998639,100,True,50.28228223998639
Fatoumatta,assign 101,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),67.21898852972136,2,3,Social Studies,Homework,46.00032701108627,101,True,46.00032701108627
Fatoumatta,assign 102,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),48.03061385356962,2,3,Social Studies,Homework,23.566818762148838,102,True,23.566818762148838
Fatoumatta,assign 103,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),65.24495606666949,2,3,Social Studies,Homework,68.56128885939653,103,True,68.56128885939653
Fatoumatta,assign 104,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),66.4707075420102,4,2,Social Studies,Homework,52.55940185114032,104,True,52.55940185114032
Fatoumatta,assign 105,Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),Wed Apr 17 2019 12:00:00 GMT-0600 (Mountain Daylight Time),150.6986614281786,1,4,Science,Takehome Test,196.4065254428847,105,True,196.4065254428847
